job_title,Company,Area,employer_email,employer_contact_number,Salary,job_highlights,job_description,career_level,Qualification,years_of_experience,job_type,company_website,job_link,job_functions,Industry,search_term,date_posted,date_scraped,jobtick_avgsalary,jobtick_SQL,jobtick_Excel,jobtick_dashboard,jobtick_Python,jobtick_engineerjobs,jobtick_analystjobs,jobtick_scientistjobs
Technical Specialist (Application & Data Security),Edvance Technology (Hong Kong) Limited,Not Specified,,,Not Specified,"['Develop specialized cybersecurity expertise', 'Get involved from presales to post sales services', '5 working days']","['Job Description', 'Web applications make up the bulk of our online experiences, enhanced by emerging technologies to enrich our daily experiences but also exposed to their vulnerabilities. Some of the major fields of application security include coding...",Entry,Non-Degree Tertiary,1,"Full Time, Permanent",http://www.edvance.hk,/hk/en/job/technical-specialist-application-data-security-100003008838193,"Information Technology (IT), Application Specialist - Software, Security, Sales, CS & Business Devpt, Technical Sales / Sales Engineer",Information Technology,Data Scientist,10/22/2021,22-10-2021,,,,,,,,
Contract Consultant (ETL),Computer Recruitment Consultants Limited,Not Specified,,['2528-9091'],Not Specified,"['5 years experience in ETL & Data Warehouse', 'Knowledge of ETL tools: Informatica, DataStage', 'Design and implement ETL jobs and procedures']","['One of our clients, an insurance company is currently seeking a suitable candidate to join their elite team.', 'Job Duties:\xa0', 'Design and implement ETL jobs and procedures according to business requirements, create technical and system specificatio...",Senior,Degree,5,Full Time,http://www.crcltd.com.hk,/hk/en/job/contract-consultant-etl-100003008818072,"Information Technology (IT), Network & System",Human Resources Management/Consultancy,Data Scientist,10/16/2021,22-10-2021,,,,,,,,
Senior Software Engineer (AI / Machine Learning),Own The Room Asia Limited,Not Specified,,,Not Specified,"['13 months salary + stock option', 'Building world class AI products', 'Agile team management']","[""Own The Room® is an unrivaled communications training company, trusted by the world's top companies; we take careers and companies to the next level. Since our founding in 2011, we’ve partnered with more than 200 companies in 46 countries and 7 lang...",Senior,Postgraduate,5,Full Time,Not Specified,/hk/en/job/senior-software-engineer-ai-machine-learning-100003008806639,"Information Technology (IT), Software Development, Sciences, Lab, R&D, Research & Development (R&D), Data Scientist",Education,Data Scientist,10/11/2021,22-10-2021,,,,,1,1,,
Senior/Software Developer (Full Stack/AI),C&R Wise AI Limited,Not Specified,,,Not Specified,"['Python', 'Year-end/gratuity bonus/multi-purpose allowance', 'at least 5 years of related working experience']","['C&R', ' is a 12-year artificial intelligence and software development company with a free-thinking, stimulating culture that rewards curiosity and creativity. We run in ', 'Hong Kong, Taiwan, United Kingdom, and Canada', '.', 'At C&R, we ', 'Create', '...",Middle,Degree,5,Full Time,Not Specified,/hk/en/job/senior-software-developer-full-stack-ai-100003008815000,"Information Technology (IT), Application Specialist - Software, Software Development, Data Scientist",Information Technology,Data Scientist,10/21/2021,22-10-2021,,,,,1,,,
System Analyst / Technical Consultant in IT Solution Company,Kooppi Limited,Not Specified,,,Not Specified,"['System Analyst / Technical Consultant', 'Work From Home [1 Day/Week]', '12 - 20 Days Annual Leave']","['Responsibilities:', 'Participate in user requirement gathering', 'System testing, issue troubleshooting and fixing', 'Production rollout planning, execution and support', 'Prepare system documentations', 'Turn business requirements into technical solut...",Senior,Degree,6,"Full Time, Permanent",Not Specified,/hk/en/job/system-analyst-technical-consultant-in-it-solution-company-100003008833091,"Information Technology (IT), Support, Software Development, Technical / Functional Consulting",Information Technology,Data Scientist,10/21/2021,22-10-2021,,,,,,,1,
Research Scientist,Chain Technology Development Co. Limited,Not Specified,,,Not Specified,"['research, business, PhD, Computer', 'engineering, AI and data mining, Big Data Analysis', 'Medical insurance, shuttle bus']","['Responsibilities', 'Lead a research team to perform research investigation and evaluation of known theories, algorithms, and mathematical frameworks for solving problems induced by the company’s business needs.', 'Plans, conducts, and direct research...",Senior,Postgraduate,5,Full Time,Not Specified,/hk/en/job/research-scientist-100003008799278,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Technical / Functional Consulting",Information Technology,Data Scientist,10/7/2021,22-10-2021,,,1,,,,,1
"Manager, E-Banking System (Corporate) (Ref.: CV_TPD_EB_202110)","Shanghai Pudong Development Bank Co., Limited., Hong Kong Branch",Not Specified,,,Not Specified,"['Manage the E-Banking system projects', 'Involve in whole project life cycle', 'Support product launch on digital platform']","['Responsibilities:', 'Manage the E-Banking system projects to ensure the timeliness and quality of deliverables', 'Involve in project life cycle for digital projects including user requirements preparation, review of User Acceptance Test cases and resul...",Senior,Degree,5,"Full Time, Permanent",http://www.spdb.com.cn,/hk/en/job/manager-e-banking-system-corporate-ref-%3A-cv_tpd_eb_202110-100003008835806,"Banking / Finance, Corporate Banking, Information Technology (IT), IT Project Management / Team Lead, E-commerce, Product Management / Business Analyst",Banking,Data Scientist,10/22/2021,22-10-2021,,,1,,,,,
"Senior Lead Engineer / Lead Engineer, Computer Vision",Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),Not Specified,,,Not Specified,"['Computer Vision', 'Algorithm Development', 'Deep Learning']","['Reference #:\xa0CTO/CCT/MSA/2766/210820', 'Job Responsibilities', 'Lead junior staff to design, implement, test and deploy solutions using latest technologies', 'Mentor team members on software and algorithm development', 'Develop algorithms for Comput...",Senior,Degree,1,"Full Time, Contract",http://www.astri.org,/hk/en/job/senior-lead-engineer-lead-engineer-computer-vision-100003008807457,"Engineering, Electrical / Electronics, Information Technology (IT), Application Specialist - Software, Software Development",Information Technology,Data Scientist,10/17/2021,22-10-2021,,,,,1,1,,
Java Analyst Programmer - Government Department,IT Solutions Limited.,Not Specified,['jobs @itsolutions.com.hkorPlease'],,Not Specified,"['3 Years+ IT experience', 'Experience in J2EE, Crystal Report', 'Attractive Salary Package in Government']","['We are searching\xa0for high-calibre ', 'Java AP\xa0', 'to work on', '\xa0system maintenance and support for\xa0a Java based intranet web application system\xa0', 'in the Government Department.', '\xa0', 'Responsibilities:', 'Write programs and enhance...",Middle,Non-Degree Tertiary,3,Full Time,Not Specified,/hk/en/job/java-analyst-programmer-government-department-100003008837508,"Information Technology (IT), Application Specialist - Software, Software Development, Technical Writing",Information Technology,Data Scientist,10/22/2021,22-10-2021,,,1,,,,1,
"Manager (Programming and Database Administration), Information Technology, Hong Kong Branch",Oversea-Chinese Banking Corporation Limited,Not Specified,,['2525 8850'],Not Specified,"['Degree or above in Computer Science/ Engineering', 'At least 5 - 6 years of relevant experience', 'Programming and Database Administration']","['Job Responsibilities:', 'Code, test and implement solutions using SQL server 2019 Technologies;', 'Design and implement business solution workflows. Produce ad-hoc queries and develop reports to support business needs. Provide support and problem resol...",Senior,Degree,5,"Full Time, Permanent",Not Specified,/hk/en/job/manager-programming-and-database-administration-information-technology-hong-kong-branch-100003008827168,"Banking / Finance, Corporate Banking, Information Technology (IT), IT Project Management / Team Lead, Technical Writing",Banking,Data Scientist,10/19/2021,22-10-2021,,1,1,,,,,
"Senior Analyst, Retail Analytics - (2100025388)",Standard Chartered Bank (Hong Kong) Limited,Not Specified,,,Not Specified,"[""Bachelor's degree in computer science"", 'Data management, statistics', 'Proficient in SAS programming and strong']","['About Standard Chartered\xa0', 'We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East.\xa0', ""To us, good performance is about much more than turning a profit.\xa0 It's about showing...",Senior,Degree,1,Full Time,Not Specified,/hk/en/job/senior-analyst-retail-analytics-2100025388-100003008799204,"Information Technology (IT), Others, Data Scientist",Financial Services,Data Scientist,10/7/2021,22-10-2021,,,1,,,,1,
"Engineer (PI) / Engineering Associate (PI), Machine Learning",Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),Not Specified,,,Not Specified,"['Five-Day Work Week', 'Medical Insurance Provided', 'Science Park']","['Reference #:\xa02020/ART/313CP/PI/a-c', 'Job Responsibilities', 'Assist in ITF R&D project as assigned;', 'Develop Web server software;', 'Prepare training data preparation, develop deep learning algorithms and deep learning models training;', 'Develop...",Entry,Degree,1,"Full Time, Contract",http://www.astri.org,/hk/en/job/engineer-pi-engineering-associate-pi-machine-learning-100003008795962,"Information Technology (IT), Application Specialist - Software, Software Development, Sciences, Lab, R&D, Research & Development (R&D)",Information Technology,Data Scientist,10/18/2021,22-10-2021,,,,,1,1,,
IT Project Manager (Student Life Cycle Management),KPMG Executive Recruitment Limited,Not Specified,,,Not Specified,"['Understand business requirements and operation', 'Planning, implementation and maintenance of CRM', 'Ensure system and data integrity for all CRM']","['KPMG is a global network of professional services firms providing Audit, Tax and Advisory services. KPMG Executive Search and Recruitment is a business unit of KPMG China and is one of the few recruitment consultancy firms in Hong Kong that is part of ...",Senior,Degree,8,"Full Time, Contract",http://www.kpmg.com.hk,/hk/en/job/it-project-manager-student-life-cycle-management-100003008835937,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst",Trading and Distribution,Data Scientist,10/22/2021,22-10-2021,,,1,,,,,
Business Analyst,Qima Limited,Not Specified,,,Not Specified,"['Business Analyst', 'IT Integration', 'Laboratory Information Management System']","['About\xa0', 'QIMA', '\xa0', '\xa0', 'When you buy a sweater, toy or food product, there is a good chance that this product, or the factory that made it, has been inspected by QIMA. QIMA is a leading quality control and compliance provider that works wi...",Middle,Degree,4,Full Time,https://www.qima.com/,/hk/en/job/business-analyst-100003008816996,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Technical / Functional Consulting",General Business Services,Data Scientist,10/15/2021,22-10-2021,,,1,,,,1,
Business Intelligence (BI) Development Lead - Leading Bank,Pinpoint Asia Limited,Not Specified,,,HK$55K - 70K /month,"['BI Visualization', 'Team Lead role', 'Leading Bank']","['Our client, a leading bank, is looking for a Business Intelligence BI Development Lead to build and support their BI Solutions. The selected candidate will be leading the BI system across the bank. Team Leadership and Perm position.', 'Responsibilities...",Senior,Degree,10,"Full Time, Permanent",http://www.pinpointasia.com,/hk/en/job/business-intelligence-bi-development-lead-leading-bank-100003008812342,"Information Technology (IT), DBA, IT Project Management / Team Lead, Data Scientist",Human Resources Management/Consultancy,Data Scientist,10/13/2021,22-10-2021,62.5,1,1,,,,,
Business Analyst,aCube Solutions Limited,Not Specified,,,Not Specified,"['Dynamic team with a work-life balance culture', 'Good development prospects', 'Comprehensive remuneration and bonus scheme']","['What you’ll do:', 'Experience ', 'with one of the best local ERP solutions providers in HK market', 'Assist developing new product features and enhancements', 'Working closely with developers, UX designers and technical analysts', 'Transform user req...",Entry,Degree,1,"Full Time, Permanent",Not Specified,/hk/en/job/business-analyst-100003008809928,"Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Technical / Functional Consulting",Information Technology,Data Scientist,10/12/2021,22-10-2021,,,,,,,1,
Senior Systems Analyst,Senko Advanced Components (HK) Limited,Not Specified,,,Not Specified,"['ERP Analyst', 'Flexible Working Hours', '5 Day Work']","['Summary:', ' ', 'ERP Analyst assists with the development and maintenance of the Enterprise Resource Planning (ERP) program. Provides technical assistance as needed. Is well versed with NetSuite ERP. Adept working in cross functional environments, coll...",Middle,Non-Degree Tertiary,5,"Full Time, Permanent",http://www.senko.com,/hk/en/job/senior-systems-analyst-100003008830081,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Others",Telecommunication,Data Scientist,10/21/2021,22-10-2021,,,1,,,,1,
AI Research Manager,Wisers Information Limited,Not Specified,,,Not Specified,"['Fast growing AI/ Big data company in APAC', 'Excellent career exposure and development', 'Young and dynamic team']","['RESPONSIBILITIES', 'Identify and lead frontier research on AI/ML/NLP that are relevant to the Company’s objectives.', 'Propose, manage and/or participate in research collaborations between the Lab and external parties such as universities and researc...",Senior,Postgraduate,5,"Full Time, Permanent",http://www.wisers.com,/hk/en/job/ai-research-manager-100003008812618,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Data Scientist",Information Technology,Data Scientist,10/13/2021,22-10-2021,,,,,,,,
Senior Business Analyst,Hays,Not Specified,,,Not Specified,"['Sizeable company', 'Reputable brand', 'Dynamic work culture']","['Looking for an experienced Business Analyst/Senior Business Analyst to join a reputable insurance firm.', 'Your new company', 'Business Analysts that are looking to step up to a Senior Business Analyst position are highly encouraged to apply.', 'Our Cl...",Middle,Degree,1,"Full Time, Temporary",http://hays.com.hk,/hk/en/job/senior-business-analyst-100003008810254,"Information Technology (IT), Product Management / Business Analyst, Insurance, Actuarial, Others",Human Resources Management/Consultancy,Data Scientist,10/12/2021,22-10-2021,,,1,,,,1,
"Business Analyst / Project Manager, HR Digital Solutions",GrammyTech Limited,Not Specified,,,Not Specified,"[""Understand internal users' needs"", 'solid project implementation exp: Assistant PM/ PM', 'Good analytic mindset & communications skills']","['Our client (over 1000+empolyees) is looking ', 'Business Analyst/ Assistant Project Manager/ Project Manager', ' for their HR systems', 'Key Responsibilities:', ""Contribute actively to understand internal users' needs, analyze requirements and propose ...",Senior,Degree,1,Permanent,http://www.grammytech.com,/hk/en/job/business-analyst-project-manager-hr-digital-solutions-100003008829806,"Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Technical / Functional Consulting",Human Resources Management/Consultancy,Data Scientist,10/20/2021,22-10-2021,,,,,,,1,
Full Stack Software Developer,Asia Satellite Telecommunications Co Limited,Not Specified,,,Not Specified,"['Software Development with cutting-edge technolog', 'Career growth', '5-day Work']","['Responsibilities:', 'Develop high-quality, robust, scalable and supportable video-related software systems and cloud-based services in an Agile development environment', 'Develop sufficient automated tests to assure product quality', 'Research into new...",Entry,Not Specified,1,"Full Time, Part Time",http://www.asiasat.com,/hk/en/job/full-stack-software-developer-100003008830977,"Information Technology (IT), Software Development",Telecommunication,Data Scientist,10/21/2021,22-10-2021,,1,,,1,,,
Senior Information Analyst,Cathay Pacific Catering Services (H.K.) Limited,Not Specified,,,Not Specified,"['Study and analyze business and system information', 'Collect business requirements', 'Coordinate software delivery with contractors']","['The Information Management Department, Shared Services provides professional Information Technology services to Cathay Pacific Airways Limited and its subsidiaries, including but not limited to Cathay Pacific Catering Services (H.K.) Limited (‘CPCS...",Entry,Degree,3,"Full Time, Permanent",http://www.cpcs.com.hk,/hk/en/job/senior-information-analyst-100003008821087,"Information Technology (IT), Product Management / Business Analyst, Technical / Functional Consulting, Technical Writing",Food and Beverage,Data Scientist,10/18/2021,22-10-2021,,,,,,,1,
Cloud ERP Consultant / Business Analyst (IANG Welcome),One Pacific Limited,Not Specified,,,Not Specified,"['Assist in Implementation of Cloud ERP for Customer', 'Fresh Graduate and IANG Welcome', 'ERP Consulting and Project Management Assistance']","['We are a cloud computing consulting firm that implements cloud-based ERP, CRM and eCommerce solutions for our clients. We are growing rapidly and would like to invite motivated fresh graduates to work with us in our growth phase. The key responsibility...",Entry,Degree,1,"Full Time, Permanent",Not Specified,/hk/en/job/cloud-erp-consultant-business-analyst-iang-welcome-100003008820249,"Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Technical / Functional Consulting",Information Technology,Data Scientist,10/18/2021,22-10-2021,,,1,,,,1,
"Database Solution Architect (RDBMS, Db2, MySQL, PostgreSQL)",Michael Page,Not Specified,,['2848 9539'],HK$90K - 160K /month,"['Report to the COO of APAC;', 'Looking after the global projects;', 'HKD 1.5 - 1.7M Base']","['- Formulating and leading Pre-Sales activities to prospective clients while ensuring their satisfaction in the sales cycle;', '- Developing long lasting and high-quality business relationships with clients by instilling trust and confidence;', '??...",Senior,Degree,8,"Full Time, Permanent",http://www.michaelpage.com.hk,/hk/en/job/database-solution-architect-rdbms-db2-mysql-postgresql-100003008834016,"Information Technology (IT), DBA",Human Resources Management/Consultancy,Data Scientist,10/22/2021,22-10-2021,125,1,1,,,,,
Operations -Securities Services Operations -APAC Digital & Data Analytics Lead -Executive Director,"JPMorgan Chase Bank, N.A.",Not Specified,,,Not Specified,"['Refine and deliver the digital & data strategy', 'Develop a communications plan', ""15+ years' experience in financial services""]","['Role Description', 'Reporting to the APAC Head of Securities Services Operations, the role is multifaceted and dynamic with primary responsibility to drive implementation of the digital and data strategy operating model across the Business and Operatio...",Senior,Not Specified,1,Full Time,Not Specified,/hk/en/job/operations-securities-services-operations-apac-digital-data-analytics-lead-executive-director-100003008837782,"Professional Services, Business Analysis / Data Analysis, Information Technology (IT), IT Management, Security",Financial Services,Data Scientist,10/22/2021,22-10-2021,,,1,,,,1,
IT Assistant (UAT Testing),ADECCO,Not Specified,,,Not Specified,"['Welcome Fresh Graduation', 'UAT Testing;', 'Large FMG attractive package, 5 days working']","['Our client, is a FMCG company,\xa0they are looking for high caliber candidates to fill the vacancies of IT Assistant:', 'Responsibilities', 'Historical data cleaning.', 'Work with IT team for Data integration into data lake.', 'Support SAP order for UA...",Entry,Non-Degree Tertiary,1,"Full Time, Temporary, Contract",http://adecco.com.hk,/hk/en/job/it-assistant-uat-testing-100003008833716,"Information Technology (IT), Testing / QA, Network & System, Technical / Functional Consulting",Human Resources Management/Consultancy,Data Scientist,10/21/2021,22-10-2021,,1,1,,1,,,
"Analyst Programmer/ Programmer, HRMS",i-CABLE Communications Limited,Not Specified,,['2112 7841'],Not Specified,"['Develop MIS systems', 'Experience in MS SQL Server, Visual Studio', 'Knowledge in Oracle Report, Forms, PL/SQL']","['HRMS - MIS Dept', 'To be responsible for performing HR system development and support', 'University graduate in Computer Science / Information Technology or related discipline(s) with 3 years relevant experience', 'Proficient in MS SQL Server, Visual S...",Entry,Degree,3,"Full Time, Permanent",http://www.i-cable.com,/hk/en/job/analyst-programmer-programmer-hrms-100003008830625,"Information Technology (IT), Software Development, Testing / QA",Entertainment/Recreation,Data Scientist,10/20/2021,22-10-2021,,1,,,,,1,
Solution Lead - ICC Data Registry,Cathay Pacific Airways Limited,Not Specified,,,Not Specified,"['8+ years of related IT experience', 'Data Integration and Data Governance', 'Travel Benefits, 5-day work, Medical Benefits']","['Reports to:\xa0', 'Senior Solution Lead, Data Integration and Data Governance\xa0', 'Department:', ' Information Technology (IMT)', 'Role Introduction', 'This role, Solution Lead, Data Integration and Data Governance, is the subject matter expert that ...",Senior,Not Specified,1,"Full Time, Permanent",http://www.cathaypacific.com/careers,/hk/en/job/solution-lead-icc-data-registry-100003008807515,"Information Technology (IT), DBA, Technical / Functional Consulting, Others",Freight Forwarding/Delivery/Shipping,Data Scientist,10/11/2021,22-10-2021,,1,1,,,,,
Enterprise Architect - Japanese (JLPT 1)  (Ref: JDB- 68113),NTT Com Asia Limited,Not Specified,,,Not Specified,"['Enterprise Architect and Japanese speaking', '10 years exp in Network Architect Design', 'Attractive remuneration package']","['Job Descriptions Summary:', 'We are looking for an Enterprise Architect with deep experience in serving Multinational Japanese clients in Hong Kong.', 'The candidate is expected to be knowledgeable in ICT technology area covering IP networking, Datacen...",Middle,Degree,10,"Full Time, Permanent",http://www.hello.global.ntt,/hk/en/job/enterprise-architect-japanese-jlpt-1-ref%3A-jdb-68113-100003008832945,"Information Technology (IT), Security, Network & System, Technical / Functional Consulting",Telecommunication,Data Scientist,10/21/2021,22-10-2021,,,,,,,,
Business Analyst / Assistant Business Analyst (Project Coordination),Job-Hunter Employment Agency,Not Specified,,,Not Specified,"['Attractive salary and harmony working environment', '2-4 yrs in system development project coordination', 'Experience in UAT test execution is preferable']","['About Our Client', 'A leading finance group providing a comprehensive range of services including corporate finance, investment and asset management.', 'Requirements', 'University graduate in Business, IT or related disciplines', '2-4 years coordinatio...",Middle,Degree,2,"Full Time, Permanent",Not Specified,/hk/en/job/business-analyst-assistant-business-analyst-project-coordination-100003008810391,"Admin & HR, Clerical / Admin Staff, Information Technology (IT), Support, Product Management / Business Analyst",Human Resources Management/Consultancy,Data Scientist,10/12/2021,22-10-2021,,,,,,,1,
Business Analyst - Finance,China Mobile Hong Kong ??????,Not Specified,,,Not Specified,"['Degree holder in Information Technology or related', 'Experience in ERP / Oracle EBS set up', 'Double pay & Performance bonus']","['CHINA MOBILE HONG KONG COMPANY LIMITED', '\xa0(""CMHK"") is the wholly-owned subsidiary of China Mobile Limited (HKEx: 941) (NYSE: CHL), which ranks 65th on the Fortune Global 500.', 'Our company strives to offer superior service experience and to become...",Entry,Degree,1,"Full Time, Permanent",http://www.hk.chinamobile.com,/hk/en/job/business-analyst-finance-100003008825279,"Accounting, Finance / Accounting Manager, Others, Information Technology (IT), Product Management / Business Analyst",Telecommunication,Data Scientist,10/19/2021,22-10-2021,,1,,,,,1,
Senior IT Analyst (Application Development),Hong Kong Air Cargo Terminals Limited,Not Specified,,,Not Specified,"[""Enterprise level JAVA application design&develop't"", 'Guarantee 13th month pay & discretionary bonus', 'Free shuttle bus and traffic allowance']","['Key Responsibilities', 'Work in a development team to conduct production support and project delivery for our cargo handling systems', 'Participate in application development and testing', 'Assist IT specialist to conduct technical analysis and design'...",Middle,Non-Degree Tertiary,4,"Full Time, Permanent",http://www.hactl.com,/hk/en/job/senior-it-analyst-application-development-100003008836381,"Information Technology (IT), Application Specialist - Software, Software Development, Technical Writing",Freight Forwarding/Delivery/Shipping,Data Scientist,10/22/2021,22-10-2021,,1,,,,,1,
System Specialist (Database/Cloud Infrastructure),SINO Dynamic Solutions Limited,Not Specified,,,Not Specified,"['Experience in Linux, Oracle, MySQL/Mariadb', 'Experience of shell scripting, SQL, PL/SQL', '5-day work, near MTR, free drink at cafe, Gym room']","['Responsibilities:', 'Handle the provisioning and maintenance of Oracle, MySQL/Mariadb databases, middleware in a distributed cloud computing environment', 'Setup and manage cloud infrastructure; troubleshoot cloud system/network issues', 'Provide busin...",Entry,Not Specified,1,"Full Time, Permanent",http://www.sinodynamic.com,/hk/en/job/system-specialist-database-cloud-infrastructure-100003008828540,"Information Technology (IT), Network & System",Information Technology,Data Scientist,10/20/2021,22-10-2021,,1,,,,,,
"Android Developer (MOOV), Hong Kong",PCCW Media,Not Specified,,['2827 8322'],Not Specified,"['Implementation, maintenance & release of Android', 'Implement app functionalities based on requirement', 'Performance Bonus, Medical benefit, 5day work week']","['Your New Role', 'You will have the opportunities to manage various projects and work closely with the team to facilitate new initiatives.', 'Job Responsibilities', 'Responsible for implementation, maintenance, and release of our Android music service a...",Entry,Degree,2,Full Time,http://www.pccw.com,/hk/en/job/android-developer-moov-hong-kong-100003008831777,"Information Technology (IT), Application Specialist - Software, Software Development, Technical / Functional Consulting",Telecommunication,Data Scientist,10/21/2021,22-10-2021,,,1,,,,,
Fullstack Developer (Virtual Bank),Welab Bank Limited,Not Specified,,,Not Specified,"['Full-stack development with latest technologies', 'Enhance our current applications', 'Ensure smooth operation of applications']","['WeLab is a leading fintech company in Asia, which operates one of first licensed digital banks in Asia – WeLab Bank, as well as multiple leading online financial services businesses including WeLend and WeLab Bank in Hong Kong, WeLab Digital (??...",Entry,Not Specified,1,"Full Time, Permanent",Not Specified,/hk/en/job/fullstack-developer-virtual-bank-100003008830791,"Information Technology (IT), Software Development, Network & System, Technical Writing",Financial Services,Data Scientist,10/20/2021,22-10-2021,,1,,,1,,,
"Data Engineer (SQL, Python, ETL, up to $32K)",CL Technical Services Limited.,Not Specified,,,Not Specified,"['International Working Environment', 'Near to MTR Station', 'Work Life Balance']","['Job', ' details', ':', 'Involve in the development of ETL processes including data collection, transformation, quality and integration solutions to facilitate data & analytics solutions', 'Develop data scraping and implement automation testing for plat...",Entry,Not Specified,1,Full Time,http://www.clts.com,/hk/en/job/data-engineer-sql-python-etl-up-to-%2432k-100003008786809,"Information Technology (IT), Application Specialist - Software, Software Development, Technical / Functional Consulting",Information Technology,Data Scientist,10/5/2021,22-10-2021,,1,,,1,1,,
Senior Analyst Programmer (Front Office Systems),Core Pacific - Yamaichi Int'l (H.K.) Limited,Not Specified,,['2918-1202'],Not Specified,"['Front office trading system software development', 'Develop Mobile & Web Apps projects', 'System administration & daily IT operation tasks']","['Responsibilities:', 'Responsible for software development and maintenance of mission critical front office trading systems', 'Develop new Mobile and Web App', 'Interact with users for collecting requirements and providing technical solutions', 'Perform...",Middle,Degree,3,"Full Time, Permanent",Not Specified,/hk/en/job/senior-analyst-programmer-front-office-systems-100003008824517,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development",Financial Services,Data Scientist,10/19/2021,22-10-2021,,1,1,,,,1,
Business Analyst (IT),Midland Holdings Limited,Not Specified,,,Not Specified,"['Min 6yrs IT Business Analysis role experience', 'Hands on Office Automation, process re-engineering', 'Domain knowledge in Real Estates is an advantage']","['Responsibilities:', 'Consult and collaborate with business users to understand business needs, goals, objectives, processes and requirements', 'Perform business analysis and user requirement studies and assist stakeholders\xa0in developing\xa0business ...",Senior,Degree,6,"Full Time, Permanent",http://www.midland.com.hk,/hk/en/job/business-analyst-it-100003008818573,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Technical / Functional Consulting",Property Management / Consultancy,Data Scientist,10/17/2021,22-10-2021,,,1,,,,1,
Programmer / Senior Programmer up to 28k (FG welcome),Pathsight Limited,Not Specified,,,Not Specified,"['5-day, Medical, Dental, Education Allowance', 'Openings of different industries', 'Bonus, Double Pay']","['Exciting opportunities for IT professionals and FGs with passion to identify their career path\xa0', 'Responsibilities', 'End-to-end system development from requirement collections, feasibility study, system design, implementation, to system deployment...",Entry,Not Specified,1,"Full Time, Permanent",http://www.pathsight.net/,/hk/en/job/programmer-senior-programmer-up-to-28k-fg-welcome-100003008828888,"Information Technology (IT), Application Specialist - Software, Technical / Functional Consulting, Technical Writing",Human Resources Management/Consultancy,Data Scientist,10/20/2021,22-10-2021,,,,,,,,
Frontend Developer (Game Industry),Mad Head App Limited,Not Specified,,,Not Specified,"['Fluent with TypeScript, Node.js, MySQL, Docker', '3 yrs exp in developing web applications', 'Game Industry - Young & Energetic']","['We are hiring!', 'Come to join our team of professionals passionate to games!', 'We are looking for a ', 'Frontend Developer', ' to join our server team building a gaming system. This role will be very challenging and rewarding at the same time as the ...",Entry,Not Specified,1,"Full Time, Permanent",http://www.madhead.com/,/hk/en/job/frontend-developer-game-industry-100003008838339,"Information Technology (IT), Application Specialist - Software, Software Development, Mobile / Wireless Communications",Information Technology,Data Scientist,10/22/2021,22-10-2021,,,,,,,,
IT Support Engineer,Neos Group Limited,Not Specified,,,Not Specified,"['double pay, bonus, medical', 'Diploma or above in Information Technology', 'Provide customer support']","['Job Description:', 'Provide on-site support for pc, server, network and IT facilities;', 'PC/Server hardware and software installation and configuration;', 'Assistance on IT project implementation, network equipment and facilities setup.', 'Shift duty ...",Middle,Matriculated,1,Full Time,Not Specified,/hk/en/job/it-support-engineer-100003008831460,"Engineering, Telecommunication / Wireless / Radio, Information Technology (IT), Network & System, Mobile / Wireless Communications",Engineering - Electrical/Electronic/Mechanical,Data Scientist,10/21/2021,22-10-2021,,,,,,1,,
[Permanent] Business Analyst -- A Cyberport Accelerator Startup Expertising in e-Commerce & Big Data,TradeMonday Limited,Not Specified,,,Not Specified,"['Permanent Business Analyst in a Cyberport Startup', 'Fresh Graduate is Welcome', 'Flexible, Dynamic & Fast-pace Working Culture']","['Job Description', 'Prepare project proposal documents, functional scope, business requirements & product roadmap', 'Manage calendar & critical path of various project development cycle activities, including project planning, task scheduling, resources ...",Entry,Degree,1,"Full Time, Permanent",Not Specified,/hk/en/job/%5Bpermanent%5D-business-analyst-a-cyberport-accelerator-startup-expertising-in-e-commerce-big-data-100003008786087,"Information Technology (IT), Product Management / Business Analyst",Information Technology,Data Scientist,10/3/2021,22-10-2021,,,,,,,1,
IT MANAGER – FACILITY MANAGEMENT (CONTRACT),Nan Fung Development Limited,Not Specified,['hr @ nanfung.com'],,Not Specified,"['IT Solution, Project Mant& Facility Mgnt Operation', 'IT application implementation and rollout', 'Facility Management System implementation']","['Responsibilities:', 'To manage IT projects on Facility Management System implementation and related initiatives', 'Acts as Project Manager/Assistant Project Manager to assist IT project director to manage external vendor and coordinate with internal st...",Senior,Degree,8,"Full Time, Permanent",Not Specified,/hk/en/job/it-manager-facility-management-contract-100003008838073,"Information Technology (IT), IT Project Management / Team Lead, IT Management",Property Development,Data Scientist,10/22/2021,22-10-2021,,,1,,,,,
